word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
琳瑯滿目,5985,琳瑯，美玉。琳瑯滿目形容滿眼所見的都是珍美的東西。[例]這家古董店的貨色琳瑯滿目，叫人愛不釋手。,A wide variety of beautiful and precious items; Used to describe a situation where there is an abundance of attractive and high-quality things.,形容滿眼所見的都是珍美的東西。,這家書店的書籍琳瑯滿目，讓我一時無法選擇該買哪一本。 / 在這次藝術展覽中，展品琳瑯滿目，吸引了許多藝術愛好者前來參觀。 / 超市裡的水果琳瑯滿目，讓人忍不住想要一次全部嘗試。 / 這個手工市集的商品琳瑯滿目，每一個都獨具匠心，令人愛不釋手。 / 當我走進這家巧克力店，琳瑯滿目的巧克力讓我驚喜不已。 / 每年的花展上，各種花卉琳瑯滿目，吸引了眾多攝影愛好者前來拍攝美景。 / 這個音樂節的表演者琳瑯滿目，讓每一位觀眾都能找到自己喜愛的音樂風格。 / 在旅遊展上，各式各樣的旅遊計畫琳瑯滿目，讓人感到心跳加速，迫不及待想去冒險。 / 當我進入這家珠寶店，琳瑯滿目的珠寶讓我感受到奢華的魅力。 / 這部電影的角色設定琳瑯滿目，使得整個故事更加引人入勝。 / 在這個科技展中，各種創新產品琳瑯滿目，展示了未來科技的無限可能。,idiom,珍貴的琳瑯滿目 / 美麗的琳瑯滿目 / 商品琳瑯滿目 / 藝術品琳瑯滿目 / 瀏覽琳瑯滿目的商品 / 形容琳瑯滿目的事物 / 迷人的琳瑯滿目 / 豐富的琳瑯滿目 / 令人驚艷的琳瑯滿目 / 隨處可見的琳瑯滿目,,,"市集, 走進, 隨處, 匠, 展, 珍, 驚艷"
淋漓,5986,形容氣勢充沛酣暢。[例]淋漓盡致,"Lín lí – Describing something as abundant, unrestrained, or flowing freely.",形容氣勢充沛而且酣暢。,他的畫風淋漓盡致，將大自然的美麗完美呈現出來。 / 作家的文筆淋漓暢快，讓讀者感受到強烈的情感波動。 / 在比賽中，他們的表現淋漓盡致，毫不留情地展現出實力。 / 這部電影的動作場面淋漓痛快，讓觀眾看得心潮澎湃。 / 球場上，運動員們淋漓盡情地揮汗如雨，展現出對比賽的熱愛。 / 她在舞台上的表現淋漓揮灑，讓觀眾為之驚嘆。 / 這首歌曲的旋律淋漓洋溢，充滿了青春的活力。 / 他的演講淋漓盡致，激勵了在場的每一個人追尋自己的夢想。 / 在這次旅途中，朋友們淋漓盡興地探索每一個角落，留下了美好的回憶。 / 作者將人物的心理描寫得淋漓盡致，使讀者感受到深刻的共鳴。 / 這場展覽的藝術作品淋漓盡興，讓每一位參觀者都感受到創作的熱情。,adv,淋漓盡致 / 淋漓痛快 / 淋漓暢快 / 淋漓盡情 / 淋漓揮灑 / 淋漓表現 / 淋漓發洩 / 淋漓交織 / 淋漓洋溢 / 淋漓至極,,,"淋漓盡, 酣, 毫不, 淋漓盡情, 揮汗, 淋漓盡興, 暢, 畫風, 潮"
林立,5987,像林木般密集的聳立著。[例]工廠林立、高樓林立,"Numerous and tall, resembling a forest; used to describe a situation where many structures or objects stand closely together.",像林木般密集地聳立著。,在這個創新科技園區，各種實驗室和辦公室林立，吸引了許多年輕的創業家。 / 在城市的中心，咖啡館林立，成為人們聚會和放鬆的熱門場所。 / 擴張的商業區內，餐廳林立，提供各式各樣的美食，讓人選擇不斷。 / 此地的公寓大樓林立，顯示出居住需求之高，城市發展也隨之加速。 / 在這片工業區，廠房林立，日夜運作於繁忙的物流環境中，支持著經濟的發展。 / 銀行林立的街區，讓市民和遊客都能方便地辦理各種金融業務。 / 在這個旅遊熱點，酒店林立，滿足了不同旅客的需求，成為度假的理想選擇。 / 這個文化村落，藝術工作坊林立，吸引著眾多藝術愛好者前來交流學習。 / 這片歷史古城中，博物館林立，讓遊客能夠深入了解過去的點點滴滴。 / 在這個科技展覽上，各類高科技產品林立，讓參觀者見識到未來的無限可能。 / 商店林立的街道上，顧客熙熙攘攘，感受著購物的樂趣和城市的活力。,va-i,高樓林立 / 大樓林立 / 住宅林立 / 商店林立 / 學校林立 / 街道林立 / 銀行林立 / 公園林立 / 酒店林立 / 遊樂場林立,,,"物流, 工作坊, 遊客, 廠房, 隨, 旅客, 古, 熙熙攘攘, 林木"
淋漓盡致,5988,形容文章或言語表達得暢達詳盡。[例]這本小說將人性刻劃得淋漓盡致。,Thorough and vivid; used to describe something expressed in a full and detailed manner.,形容文章或言語表達得很暢達、很詳盡。,這位畫家的作品展現出自然之美，讓人欣賞得淋漓盡致。 / 在這部電影裡，演員們的表演真是淋漓盡致，感動了每一位觀眾。 / 這位作家以淋漓盡致的筆觸描寫城市的喧囂，讓讀者身臨其境。 / 教授的課程深入淋漓盡致，學生們對於這門學科產生了濃厚的興趣。 / 這場音樂會中，指揮家和樂團的表演淋漓盡致，讓人難以忘懷。 / 朋友的故事講述得淋漓盡致，讓我們都感受到了深厚的友情。 / 這本旅行書裡的每一頁都淋漓盡致地捕捉到了不同國度的風情。 / 體育賽事中的選手表現得淋漓盡致，讓所有觀眾都為之歡呼。 / 這篇詩作淋漓盡致地表達了愛情的複雜與美好，讀來讓人心潮澎湃。 / 在這場辯論中，參賽者的觀點淋漓盡致地展現了各自的立場，讓人印象深刻。 / 李老師的講解對於這個複雜的理論進行了淋漓盡致的解釋，讓學生們清楚理解。,idiom,文章淋漓盡致 / 描述淋漓盡致 / 表達淋漓盡致 / 解釋淋漓盡致 / 論文淋漓盡致 / 敘述淋漓盡致 / 報導淋漓盡致 / 體現淋漓盡致 / 內容淋漓盡致 / 講述淋漓盡致,,,"賽事, 參賽, 李, 暢達, 詩作, 境, 潮"
林林總總,5989,形容事物種類眾多。[例]這間超級市場裡的物品林林總總，應有盡有。,A diverse array of items; numerous and varied.,形容事物的種類非常多。,這家書店裡的書籍林林總總，讓我迫不及待想要一探究竟。 / 桌上擺滿了林林總總的零食，每一樣看起來都很美味。 / 在這個展覽中，藝術品林林總總，呈現出不同時期和風格的創作。 / 隨著科技的進步，手機應用程式林林總總，提供了各式各樣的功能來滿足用戶需求。 / 在這場音樂會上，演出曲目林林總總，讓每位觀眾都感受到不同的音樂魅力。 / 這個網站的資料林林總總，讓用戶可以輕鬆找到他們所需的信息。 / 這部電影中的角色林林總總，讓故事情節更加豐富多彩。  / 在這個美食節上，各地的美食林林總總，吸引了許多饕餮客前來品嚐。  / 該公司提供的服務林林總總，能夠滿足不同客戶的需求和期望。  / 他的旅行照片林林總總，捕捉了各種美麗的風景和難忘的瞬間。  / 這篇文章的觀點林林總總，挑戰了我們對這個議題的傳統看法。,idiom,產品林林總總 / 資源林林總總 / 信息林林總總 / 活動林林總總 / 服務林林總總 / 風格林林總總 / 知識林林總總 / 法規林林總總 / 文化林林總總 / 類型林林總總,,,"探, 曲目, 擺滿, 饕餮, 彩, 林林"
凜然,5990,態度正直嚴肅。[例]大義凜然、正氣凜然,Solemn and dignified; having an attitude of righteousness and seriousness.,態度正直而嚴肅。,即使面對惡劣的環境，他仍然凜然不屈，展現出堅強的意志。 / 她在辯論中語氣凜然，讓所有人都感受到她的自信和決心。 / 演講者以凜然的聲音講述真相，感染了在場的每一個人。 / 凜然不動的警衛，展現出對職責的堅守和對安全的重視。 / 在危機時刻，他凜然面對挑戰，鼓舞了團隊的士氣。 / 無論遇到什麼困難，這位老兵總是凜然不屈，堅持自己的信念。 / 他的凜然神情讓人感受到他深厚的智慧與經驗。 / 在法庭上，律師凜然自若，清晰地闡述每一個論點，贏得了案件。 / 面對不公的對待，她凜然挺身而出，捍衛自己的權利和尊嚴。 / 這位領袖以凜然的態度面對人民，讓大家對未來充滿信心。 / 無懼艱辛和挑戰，他始終保持凜然之志，堅持追尋理想的道路。,vs-adj,大義凜然 / 正氣凜然 / 凜然不動 / 凜然自若 / 凜然面對 / 凜然不屈 / 凜然神情 / 凜然態度 / 凜然之志 / 凜然的信念,,,"屈, 懼, 士氣, 志"
臨危,5991,遇到危險。[例]臨危不亂,To face danger; to be in a critical situation.,遇到危險或困難的時候。,大火突襲社區，居民們臨危不亂地協助彼此撤離。 / 在船隻翻覆的瞬間，救生員臨危施救，挽救了多條生命。 / 當恐怖攻擊發生時，軍警臨危出動，全力捍衛城市的安全。 / 面對自然災害，志工們臨危前往受災地區，提供急需的援助與物資。 / 在這次地震中，醫療人員臨危駐守，竭盡所能搶救受傷者。 / 面對突如其來的野火，他們臨危堅守，確保家園的安全。 / 當飛機發生故障時，飛行員臨危冷靜地控制住局面，成功避開了災難。 / 在洪水來襲的時刻，消防隊臨危出動，通宵趕往災區執行救援任務。 / 這位記者在戰火中臨危報導，讓世界看到了真實的戰爭景象。 / 醫院在疫情期間面臨巨大壓力，醫護人員臨危不懼，勇敢地攤承重任。 / 面對突發的海嘯，民眾臨危而行，迅速轉移到安全地區，避免了更大的損失。,adv,臨危不懼 / 臨危不亂 / 臨危受命 / 臨危處境 / 臨危時刻 / 臨危應對 / 臨危反應 / 臨危逃生 / 臨危自救 / 臨危施救,,,"承, 消防隊, 野火, 施, 命, 懼, 來襲, 翻覆, 疫情, 趕往, 災, 軍警, 控制住"
遴選,5992,謹慎選擇。[例]一般公司都以考試做為遴選人才的方法之一。,To carefully select or choose through a process of elimination.,謹慎地選擇某個人或某件事物。,為了選出最佳的候選人，面試官制定了嚴格的遴選標準。 / 學校的遴選過程很繁瑣，但這樣可以確保選出的學生是最合適的。 / 公司希望透過專業知識的測試來提升遴選人才的準確性。 / 在遴選研究項目時，評估每個計劃的可行性是非常重要的。 / 遴選小組成員時，必須考量他們的專業背景與經驗。 / 每次遴選會議後，成員們都會評估候選人的表現，以便做出明智的決策。 / 為了找到適合的志願者，慈善機構設計了詳細的遴選方案。 / 在選拔運動員參加國際比賽時，教練必須仔細遴選每位參賽者的能力。 / 遴選藝術作品時，評委們特別注重創意和技術的結合。 / 學術界在遴選研究資金時，會非常謹慎，以確保資源的有效利用。 / 公司的遴選方法包括面試、技能測試以及過往經驗的評估，以全面了解候選人。,va-t,遴選人才 / 遴選標準 / 遴選方法 / 遴選過程 / 遴選條件 / 遴選結果 / 遴選方案 / 遴選小組 / 遴選策略 / 遴選評估,,,"參賽, 評委"
領兵,5993,帶領兵馬。《三國演義》第二回：「封劉虞為幽州牧，領兵往漁陽征張舉、張純。」《英烈傳》第二八回：「聞知陳友諒領兵來攻，便縱步提戈，當先出馬，與那先鋒趙普勝戰到八十餘合，不分勝敗。」,To lead troops.,帶領部隊行動。,他在戰爭中領兵出戰，勇敢地抵抗敵軍的進攻。 / 在古代，將軍們經常親自領兵征討四方，以保衛國土。 / 當聽到敵軍即將來襲，他立即領兵前往增援。 / 這位名將曾多次領兵打勝仗，讓國家重新獲得和平。 / 領兵防守的指揮官，時刻關注著敵方的動向，準備隨時指揮部隊作戰。 / 在收到消息後，將軍立刻領兵調度，確保每一個戰略要地都有足夠的兵力駐守。 / 他曾經領兵攻城，憑藉著出色的戰術，成功奪回了失去的城池。 / 在緊急情況下，領兵巡邏的隊伍迅速出動，以防止敵人的突襲。 / 為了提升士氣，這位將領經常親自領兵訓練，讓士兵們感受到他的支持和關懷。 / 當國家面臨外敵入侵時，他無畏困難，帶領兵馬勇敢迎戰，捍衛了家園。 / 在領兵作戰的過程中，他始終保持冷靜，精確地部署每一項戰術，最終贏得了戰斗勝利。,va-t,領兵出戰 / 領兵作戰 / 領兵指揮 / 領兵防守 / 領兵攻城 / 領兵征戰 / 領兵巡邏 / 領兵掩護 / 領兵調度 / 領兵待命,,,"指揮官, 士氣, 敵, 來襲, 名將, 征, 戰斗, 奪回, 攻城"
另當別論,5994,依不同或特殊的情況做考量和判斷。[例]請同學不要在考試期間請假，若有重大事故，自應另當別論。,To be considered separately or differently; to make an exception based on specific circumstances.,依照不同或特殊的情況進行考量和判斷。,公司規定員工必須準時上班，但若有交通事故造成的延誤，則另當別論。 / 學校對學生請假的政策非常嚴格，除了因病請假外，若是家庭緊急狀況，另當別論。 / 出席會議的時候，所有參與者都需要準時到場，但重要客戶的情況則另當別論。 / 我們通常要求客戶提前三天確認訂單，但如果是特殊項目，則另當別論。 / 團隊合作時，每個成員都必須遵守規則，然而若是因為個人健康問題，則另當別論。 / 考試期間，學生不得使用電子設備，若是出現特殊情況，則另當別論。 / 公司對員工的考勤管理非常嚴格，除非遇到自然災害，否則就不能另當別論。 / 在這個項目中，所有的成本控制都有明確的標準，但若涉及重大風險，則另當別論。 / 我們一般要求報告在週五之前提交，但如果有特殊研究需求，則可另當別論。 / 團體活動的參加人數有限制，若有特別的社會貢獻，則可以另當別論。 / 重大事故另當別論 / 當公司有重大決策需要立即執行時，以往的流程規範另當別論。,idiom,重大事故另當別論 / 特殊情況另當別論 / 客觀事實另當別論 / 自然災害另當別論 / 相關因素另當別論 / 緊急情況另當別論 / 重要場合另當別論 / 特殊需求另當別論 / 行為舉止另當別論 / 大眾反應另當別論,,,"勤, 若, 論"
零工,5995,具有臨時性質，零散而非長期的工作。[例]學生們常利用寒暑假到工廠打零工，賺取學費。,A temporary or part-time job; characterized by irregular and non-continuous work.,具有臨時性質，工作零散而非長期。,在假期中，學生們往往會選擇到餐廳打零工，增加一些生活費。 / 這個城市的零工市場非常活躍，許多人都能在網路上找到臨時工作。 / 退休人士也開始嘗試打零工，以此來豐富自己的日常生活。 / 透過外送平台，許多人能夠輕鬆找到零工機會，調整自己的工作時間。 / 為了應對經濟壓力，許多年輕人選擇兼職零工，以便同時應付學業和生活費用。 / 他們利用暑假的時間到商場打零工，希望能存點錢旅行。 / 零工經濟讓更多人有機會靈活安排自己的工作與生活，實現工作與休閒的平衡。 / 在大型活動期間，主辦方經常招聘臨時零工來協助處理各項事務。 / 她發現零工收入雖然不穩定，但能讓她在閒暇時間做些有趣的事情。 / 隨著科技的發展，越來越多的傳統行業開始接受零工的形式，以適應市場需求。 / 在冬季，人們常常選擇打零工以應對節日期間的高消費壓力。,n,零工經濟 / 零工工作 / 零工收入 / 零工合約 / 找零工 / 打零工的學生 / 兼職零工 / 零工市場 / 零工機會 / 短期零工,,,"期, 零散, 型, 招聘, 短期"
靈機一動,5996,心思忽然有所領悟。《兒女英雄傳》第四回：「俄延了半嚮，忽然靈機一動，心中悟將過來。」,To have a sudden insight or understanding.,心思忽然有所領悟，想法閃現。,在解題的時候，他突然靈機一動，找到了解決問題的方法。 / 這位藝術家常常在靈機一動的瞬間創作出令人驚嘆的作品。 / 當她聽到朋友的煩惱時，靈機一動的她提出了一個很好的解決方案。 / 在野外求生的情境中，靈機一動的想法可能會救一個人的性命。 / 他在寫小說時，靈機一動，想出了一個意想不到的劇情轉折。 / 公司的團隊會議上，某位成員靈機一動提出的新點子提升了整體工作效率。 / 在學習新技能的過程中，靈機一動的瞬間讓她更加熟練地掌握了這項技術。 / 當他看到那幅畫時，靈機一動的靈感讓他設計出了一款全新的產品。 / 在音樂創作中，靈機一動的時候常常能夠帶來動人的旋律。 / 隨著市場需求的變化，他靈機一動，調整了自己的經營策略。 / 在邊做實驗邊思考的過程中，她靈機一動找到了一種更有效的化學反應途徑。,idiom,靈機一動的瞬間 / 靈機一動的想法 / 突然靈機一動 / 靈機一動的靈感 / 靈機一動的領悟 / 靈機一動的時候 / 靈機一動的決定 / 靈機一動的構思 / 因為靈機一動 / 靈機一動的提示,,,"全新, 現, 解題"
凌駕,5997,超越、勝過。[例]我國在經濟方面的成就，早已凌駕世界上先進國家之上。,To surpass or exceed.,超越或勝過某個標準或他人。,他的才華凌駕於同齡人之上，讓許多人刮目相看。 / 在這場比賽中，他的表現凌駕於所有競爭者，使他贏得了金牌。 / 即使面對困難，團隊的合作精神仍然凌駕於個人之上，讓他們克服了挑戰。 / 這款新產品的技術凌駕於市場上的所有其他選擇，因此受到了消費者的熱烈歡迎。 / 她的藝術作品凌駕於同行之中，獲得了國際評審的高度評價。 / 他的學術成就凌駕於競爭對手之上，讓他獲得了這次獎學金的機會。 / 在這個行業中，創新的思維凌駕於傳統的方法，為企業帶來了更大的成功。 / 隨著經驗的積累，她的專業技能凌駕於一般標準之上，使她成為業界翹楚。 / 這位音樂家的才華凌駕於眾多樂手之中，贏得了無數樂迷的心。 / 即使在壓力下，他的冷靜分析凌駕於其他人，使團隊做出了明智的決策。 / 這部電影的劇情設計凌駕於其它作品，成功吸引了大批觀眾前來欣賞。,vs-t,凌駕於他人 / 凌駕的成就 / 凌駕於競爭對手 / 凌駕的能力 / 凌駕於一般水平 / 凌駕的影響力 / 凌駕的優勢 / 凌駕於預期 / 凌駕的表現 / 凌駕於先進技術,,,"積累, 齡, 同, 樂, 翹楚"
領教,5998,領受、接納、受教。[例]他那種六親不認的火爆脾氣，誰敢領教？,"To receive or experience something, often referring to receiving guidance or advice.",接受某人的教導或經驗，通常帶有一種敬畏或考驗的意味。,普通話有很多發音和語法規則，我真心希望能多多領教一些。 / 這次比賽派我們的隊伍出賽，能不能向有經驗的學長領教一下？ / 在這個充滿挑戰的工作環境中，前輩的指導讓我感到受人領教的榮幸。 / 聽了他的演講，我才明白什麼叫真正的智慧，讓我大開眼界，實在是早已領教。 / 這位老師的教學非常獨特，學生們都想親自領教一次，以更了解他的教學風格。 / 在運動賽事中，能站上場地與其他實力派選手比拚，真是讓人感到受人領教的驚喜。 / 他的談吐和見解總是讓人耳目一新，我很想有機會多多領教，學習他的思維方式。 / 這次的交流會上，聽到專家的分享，我感到非常榮幸，真是一場難得的領教機會。 / 在旅行中，向當地人請教文化和習俗，讓我深感領教其精彩的旅遊體驗。 / 能夠參與這個高端論壇，聽取各位專家的看法，我心中充滿敬意，實在是受人領教。 / 我和老朋友重聚，聊天中聽到他在商業上的成功故事，讓我再次領教到他的智慧與堅韌。,va-t,領教一下 / 受人領教 / 感謝領教 / 多多領教 / 敬請領教 / 不敢領教 / 領教的時候 / 特別領教 / 早已領教 / 義不容辭領教,,,"賽事, 能不能, 義不容辭, 普通話, 拚, 出賽, 重聚, 帶有, 敬請, 早已"
伶俐,5999,聰明機靈，反應敏捷。[例]聰明伶俐、口齒伶俐,Clever and quick-witted; intelligent and sharp in thinking and responding.,聰明機靈，反應敏捷。,他的女兒非常伶俐，總是能夠快速解決問題。 / 在這次比賽中，選手們展現了伶俐的思維，使得比賽過程十分精彩。 / 那個小男孩說話聰明伶俐，讓大人們都刮目相看。 / 她的伶俐才能幫助她在工作中迅速適應各種挑戰。 / 課堂上，老師問了一個難題，伶俐的學生立即給出了答案。 / 聰明又伶俐的他，經常能提出獨到的見解，讓討論變得更有趣。 / 他的手腕十分伶俐，總能巧妙地應對舞台上的各種突發情況。 / 面對複雜的情況，伶俐的她能夠迅速分析並做出正確的決策。 / 她擁有伶俐的表達能力，能夠清楚地傳達自己的想法，讓大家都能理解。 / 在家庭聚會中，伶俐的孩子們總是帶來歡笑和驚喜。 / 學校裡，伶俐的學生們不僅在學業上表現出色，也積極參加各種活動。,vs-adj,聰明伶俐 / 口齒伶俐 / 伶俐的人 / 伶俐的言辭 / 伶俐的反應 / 聰明又伶俐 / 伶俐的孩子 / 伶俐的表達 / 伶俐的思維 / 伶俐的態度,,,
