word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
頒獎,37,,"To award or bestow prizes, bonuses, or certificates in recognition of achievements.",把獎品或獎金給某人來肯定他做得很好,在學校的校慶典禮上，校長頒獎給在運動比賽得到金牌的學生。 / 在國際競賽的頒獎儀式上，得獎者都感到非常激動和光榮。 / 老師在班上頒獎時，鼓勵同學努力向得獎的同學學習。 / 頒獎的過程中，主辦方還播放了每位參加比賽選手的精彩表現。 / 頒獎典禮結束後，大家一起拍照留念。 / 今年的頒獎典禮將在下週五舉行，期待看到得獎者出席。,Va-i,頒獎典禮 / 頒獎人 / 頒獎儀式 / 頒獎活動 / 頒獎給 / 頒獎時刻,bānjiǎng,ㄅㄢ ㄐㄧㄤˇ,
半信半疑,38,,Having some belief but also some doubt; indicating an inability to determine the truth or falsity of something.,形容對某事物有一點相信，但又有一點懷疑，無法確定真假或是非。,我聽到下週的股市會上漲，但我對這個消息的來源半信半疑。 / 他的計畫聽起來很吸引人，但我對實現的可能性半信半疑。 / 我看過那部電影的預告，非常模糊不清楚，讓我對劇情半信半疑。 / 雖然網路上都說這家餐廳好吃，但我對網路的評價半信半疑。 / 他發給我的那張照片讓我半信半疑，因為看起來太完美了。 / 她對這個消息的來源半信半疑。,Idiom,對人半信半疑 / 不禁半信半疑 / 半信半疑的消息 / 讓人半信半疑 / 半信半疑的態度 / 半信半疑的說法 / 半信半疑的表情,bànxìn bànyí,ㄅㄢˋ ㄒㄧㄣˋ ㄅㄢˋ ㄧˊ,
綁架,39,,To kidnap.,以暴力手段非法囚禁人，使其受到威脅或強迫進行某些行為。,警察接到報案後，立刻展開這一起綁架案的調查。 / 經過一個月的努力，司法和警察部門終於合力解救了被綁架的受害者。 / 這部電影的情節是一名富翁的女兒被人綁架，最後她成功逃脫了。 / 這名記者常常報導孩童被綁架的新聞，追查發現原來後面有一個龐大的人蛇集團主導。 / 這個社會的生活水平十年前比提升很多，但綁架案並未減少，原因在於貧富差距太大。 / 他在街上遭到綁架，警察部門已經展開調查。,Va-t,綁架人質 / 遭到綁架 / 被綁架 / 綁架案件 / 綁架新聞 / 綁架故事,bǎngjià,ㄅㄤˇ ㄐㄧㄚˋ,
榜樣,40,,A model or example to be emulated.,一種可以模仿或學習的好行為或人物，通常具有良好的品德和榜樣力量。,老師在課堂上是學生們的榜樣，應該展示良好的行為。 / 這位運動員不僅有著優秀的成績，待人處事也很溫和，是所有年輕人的榜樣。 / 前輩是我們的榜樣，他總是將最重要的知識和經驗傳承給我們。 / 家長是孩子最早的榜樣，會影響他們一輩子的價值觀。 / 這個偶像又抽菸又吸毒，是帶來負面影響的壞榜樣。 / 我們應該以她作為榜樣，努力提升自己。,N,優秀的榜樣 / 好榜樣 / 壞榜樣 / 樹立榜樣 / 作為榜樣 / 勤奮的榜樣,bǎngyàng,ㄅㄤˇ ㄧㄤˋ,
磅,41,,A pound (the unit of measurement for weight in the imperial and U.S. customary systems).,英美計算重量的單位。,我買了一磅的蘋果，真好吃。 / 他的行李超重了五磅。 / 市場上的豬肉價格是每磅十塊錢。 / 那隻狗看起來差不多有四磅重。 / 我需要一磅的麵粉來做蛋糕。 / 這個西瓜重達五磅。,M,一英磅 / 一磅食物 / 磅換算成公斤 / 重達(數量)磅 / 體重（數量）磅 / 一磅,bàng,ㄅㄤˋ,
磅,41,,"A large weighing scale used for weighing heavy items, often found in industrial or agricultural settings.",用來測物體重量的器具，通常由平衡和刻度組成。,我去市場的時候，老闆用磅秤了一顆西瓜的重量。 / 我今天早上在醫院用磅測量了我的體重，發現我增加了五磅。 / 我們的電子磅非常準確，可以十分鐘內量出重量。 / 他每次上飛機前都會用磅來檢查行李的重量，確保不超重。 / 磅秤壞了，我們需要找人維修。 / 我需要使用體重磅來測量我的體重。,N,量磅 / 電子磅 / 磅數 / 體重磅 / 重量磅 / 食物磅,bàng,ㄅㄤˋ,
豹,42,,A leopard.,動物名。哺乳類。體型類似虎但比較小，毛色為黃色與褐色，身上有黑色圓斑點，速度極快。,我在動物園裡看到了美麗的花豹。 / 豹的身上有許多圓圓的黑點，很特別。 / 黑豹的夜視能力非常強，可以輕易地在黑暗中找到獵物。 / 聽說豹的速度可以達到每小時七十公里，非常驚人。 / 這部電影的主角是一隻勇敢的豹，在叢林中展開冒險。 / 雄豹在樹上靜靜地觀察著四周，準備隨時捕捉小動物。,N,一隻豹 / 花豹 / 雌豹 / 雄豹 / 豹紋 / 敏捷的豹,bào,ㄅㄠˋ,
抱持,43,,To hold or maintain a certain notion or attitude.,對某事採取某種觀念或態度。,他對於學習新語言、認識新朋友都抱持開放的態度。 / 這位老師始終抱持著對學生的信任，因此他教過的學生都十分尊敬他。 / 對於這個產業的發展前景，這些專家均抱持著謹慎的看法。 / 在生活中，我們若能抱持著積極向上的心態，就很難有克服不了的難題。 / 面對困難的挑戰，他抱持著不放棄的信念。 / 他在面對困難時始終抱持積極的態度。,Va-t,抱持態度 / 抱持看法 / 抱持心態 / 抱持信念 / 抱持觀點 / 抱持著 / 抱持觀念,bàochí,ㄅㄠˋㄔˊ,
報仇,44,,To seek revenge.,對傷害自己的人進行的反擊行為。,他心中只有報仇的念頭，完全無法思考未來的計畫。 / 她告訴朋友，為了報仇，她連自己的安危也不在乎了。 / 看到心愛的人受傷，他心中只想報仇，完全不理會旁人的阻擋。 / 即使他心中充滿報仇的想法，最後仍然選擇用法律來解決糾紛。 / 多年之後，他終於有機會報一箭之仇，但最後卻選擇放下，原諒對方。 / 他心中充滿了決心報仇，無論付出什麼代價都不會退縮。,Va-i,報仇的念頭 / 決心報仇 / 一心報仇 / 為了報仇 / 報一箭之仇 / 決心報仇,bàochóu,ㄅㄠˋㄔㄡˊ,
報酬,45,,"Compensation or remuneration provided to those who exert effort, serving as a reward or feedback.",對於付出努力的人所給的金錢或其他回報,如果你付出努力，就應該得到相應的報酬。 / 在選擇工作時，合理的報酬也是一個重要的考量因素。 / 主管決定調整報酬，以提升團隊的工作氣氛。 / 報酬不僅包括薪水，還有獎金和福利。 / 學生在實習期間，也應該得到適當的報酬。 / 適當的報酬能激勵員工更努力地工作。,N,適當的報酬 / 合理的報酬 / 高報酬 / 獲得報酬 / 工作的報酬 / 實質報酬,bàochóu,ㄅㄠˋㄔㄡˊ,
報答,46,,To repay or express gratitude for kindness or favors received.,回報他人的幫助或好意,雖然我現在還不能報答他的幫忙，但我會永遠記得他對我的好。 / 朋友之間不必計較誰應該報答誰，重要的是相互的支持。 / 做人要有良心，即使沒有人要你報答，心裡也要知道感恩。 / 如果你在困難的時候有人幫助你，記得在有能力的時候要報答。 / 報答別人並不是為了尋求認可或掌聲，而是基於真心的感謝。 / 我一定會盡力報答你曾經對我的協助。,Va-t,真心報答 / 報答幫助 / 報答好意 / 盡力報答 / 互相報答 / 感謝報答,bàodá,ㄅㄠˋ ㄉㄚˊ,
暴動,47,,"A riot; a collective illegal and violent act carried out by a group, characterized by threats, fighting, and destruction, severely disrupting social order and peace.",指一群人共同進行的非法暴力行為，採用威脅、打鬥、破壞等手段，嚴重破壞社會的秩序與安寧。,在那場暴動中，許多人因為情緒激動而送醫急救。 / 警察部門迅速出動，避免暴動進一步擴大。 / 政府強烈譴責這種暴動行為，並呼籲市民保持冷靜。 / 社會學家指出，暴動的根源往往與經濟問題有關。 / 暴動過後，居民們開始討論改善社區安全的方案。 / 在城市的廣場上爆發了一場暴動，導致數十人受傷並引發了警方的鎮壓行動。,N,一場暴動 / 社會暴動 / 暴動行為 / 暴動事件 / 鎮壓暴動 / 暴動原因,bàodòng,ㄅㄠˋㄉㄨㄥˋ,
暴風,48,,A storm; a meteorological phenomenon characterized by high wind speeds.,急速而強烈的風。,昨晚的暴風來得非常突然，把大樹吹倒了好幾棵。 / 颱風過後，海面上出現了陣陣暴風，讓漁民無法出海。 / 即使下起了暴風雨，救援隊仍得出發去山區，幫助受困的民眾。 / 氣象局提醒民眾，強烈暴風可能會導致停電，要提前準備。 / 在暴風的影響下，許多飛機班次都取消了。 / 一場暴風即將來臨，當地居民被提醒要做好防範措施。,N,一場暴風 / 暴風雨 / 強烈暴風 / 暴風影響 / 暴風中心 / 暴風聲,bàofēng,ㄅㄠˋ ㄈㄥ,
抱負,49,,"Aspiration, ideal, or desire; a strong wish or determination to achieve or succeed in a specific goal or ambition.",志向、理想和願望。,他的抱負是成為一名優秀的醫生，幫助更多需要的人。 / 在這次比賽中，她表現出色，實現了自己的抱負，獲得了金牌。 / 老師激勵學生們要勇敢追求自己的抱負，永遠不放棄。 / 雖然面對困難，他依然堅持自己的抱負，努力克服挑戰。 / 她的抱負是開創一家屬於自己的公司，實現財務自由。 / 他對事業的抱負非常明確，決心在五年內創立自己的公司。,N,對事業的抱負 / 高遠的抱負 / 堅定的抱負 / 實現抱負 / 自己的抱負 / 社會的抱負,bàofù,ㄅㄠˋ ㄈㄨˋ,
包袱,50,,A burden or load; refers to something that is cumbersome or an encumbrance.,重物或負擔。,在這個社會中，很多人都感受到人情包袱的壓力，讓他們不知如何擺脫。 / 有些傳統包袱會讓年輕人感到困擾，因為他們希望追求自由的生活。 / 她覺得父母對她的期望就像一個沉重的包袱，讓她無法輕鬆面對生活。 / 他學會了放下過去的包袱，這樣他才能重新開始自己的生活。 / 她的朋友鼓勵她放下這些心理包袱，讓她重新找到快樂。 / 他總是背負著過去的包袱，無法踏出新的一步。,N,心理包袱 / 沈重的包袱 / 過去的包袱 / 人情包袱 / 傳統包袱 / 生活包袱,bāofú,ㄅㄠ ㄈㄨˊ,
包袱,50,,"Luggage wrapped in cloth, making it convenient to carry.",過去經常使用布包裹物品，包成一個方便攜帶的行李。,這個村子的小孩總是提著各自的小包袱，去參加附近社區的社團活動。 / 她帶的包袱裡面裝著很多書，讓她的行李變得很重。 / 這位老爺爺總是提著包袱，裡面裝滿了他的珍貴回憶。 / 你明天就要出國了，還沒收拾好包袱？ / 他的包袱裡有一件特別的禮物，讓我很好奇。 / 他旅行的包袱裡面裝滿了必需品和給朋友的小驚喜。,N,一個包袱 / 收拾包袱 / 旅行的包袱 / 拿著包袱 / 包袱裡面 / 小包袱,bāofú,ㄅㄠ ㄈㄨˊ,
保健,51,保持身心健康。[例]現代國民應具備衛生保健的基本常識。,Health care.,保持身體和心理健康的行為和措施。,現在有很多保健食品幫助提高免疫力。 / 營養師會提供專業的保健建議。 / 現代人越來越重視心理保健。 / 健康的保健習慣能幫助人們提高生活品質。 / 從小培養良好的保健習慣，能讓孩子終生受益。 / 每天運動和均衡飲食是保持良好保健的重要方式。,N,保健知識 / 保健食品 / 保健習慣 / 心理保健 / 保健服務 / 保健活動,bǎojiàn,ㄅㄠˇ ㄐㄧㄢˋ,
飽滿,52,充足、豐富。[例]精神飽滿、肌肉飽滿,Full; rich; abundant.,充足而且豐富。,她的精神狀態非常飽滿，隨時準備迎接新的挑戰。 / 秋天的果實非常飽滿，顏色也很漂亮，讓人看了心情很好。 / 在這次演講中，演講者的態度誠懇，思路清晰，情感也相當飽滿，觀眾都被深深地打動了。 / 她的創造力非常飽滿，總是能夠想出新穎的點子，給團隊帶來不少驚喜。 / 他的生活節奏很忙碌，但他依然保持著飽滿的熱情，投入到自己的工作中。 / 這幅畫的色彩非常飽滿，讓人感受到藝術家的情感和熱情。,Vs-adj,精神飽滿 / 能量飽滿 / 情感飽滿 / 情緒飽滿 / 創造力飽滿 / 色彩飽滿,bǎomǎn,ㄅㄠˇ ㄇㄢˇ,
保密,53,保守機密。[例]保密防諜，人人有責。,To keep a secret.,保守機密，不讓他人知道。,公司的合約中明確要求，員工必須遵守保密條款。 / 如果你不遵守保密協議，可能會對自己和公司造成很大傷害。 / 在會議上，他特別強調，所有人都要保密，不能讓這個消息流出去。 / 在簽署合同前，我們需要確認所有的保密條款，保護雙方的利益。 / 每位員工都需要定期參加保密培訓，確保不會讓任何秘密資訊被知道。 / 在這次的生日派對中，我們決定保密，不讓他知道我們為他準備了驚喜。,va-t,保密協議 / 保密條款 / 要求保密 / 嚴格保密 / 國家保密 / 保密工作,bǎomì,ㄅㄠˇ ㄇㄧˋ,
保全,54,保護周全使不受損傷。[例]保全性命、保全名譽,To protect and preserve; to ensure safety and integrity.,保障安全，不讓人或事物受損。,這些企業在海外上市前，會儘可能保全技術機密，希望避免洩密。 / 律師幫助客戶保全證據，以便在法庭上有足夠的說服力。 / 醫生提醒病人要保全自己的健康，不要忽視任何小病小痛。 / 這家餐廳在推出新菜單之前，會先進行市場測試，以保全其良好的聲譽。 / 國家森林管理部門採取了嚴格的保全措施，以保護稀有動物的生存範圍。 / 為了保全家庭的財產，他們決定安裝監視器來增加安全性。,va-t,保全財產 / 保全性命 / 保全措施 / 保全資料 / 保全利益 / 保全健康,bǎoquán,ㄅㄠˇ ㄑㄩㄢˊ,
保全,54,保全業所執行的確保國民生命、財產安全的業務。[例]現在許多商家都聘請保全人員在賣場執行保全工作。,"To ensure the safety of lives and property, typically performed by security personnel.",保障人民的生命和財產安全的工作。,這家保全服務公司有專業的設備和技術，可以保障客戶的安全。 / 加強保全措施是防止意外事件發生的重要一環。 / 公司最近更換了保全系統，以增強對內部情報的保護。 / 各大醫院都配備了專業的保全人員，確保病人和醫護人員的安全。 / 在社區管理會議上，居民們討論如何提高保全措施，以防止外來入侵。 / 社區推出了新的保全計劃，希望能讓居民感到更安心。,n,保全服務公司 / 保全人員 / 保全措施 / 保全工作 / 保全系統 / 保全設備,bǎoquán,ㄅㄠˇ ㄑㄩㄢˊ,
